index,station,sitename,unit,first_year,last_year,notes
6118,11000,Matadi,1 omslag,1951,1959,11000 Matadi TSF 1951-1959
6119,11001,Banana,1 pak,1905,1920,11001 Banana (Boma) 1905-1920
6120,11001,Banana,1 omslag,1951,1959,11001 Banana 1951-1959
6121,11001,Binza,1 omslag,1928,1947,11001 Binza 1928-1947
6122,11001,Binza,1 omslag ,1955,1959,11001 Binza 1955-1959 Toelichting: bevat ook gegevens betreffende insolatie
6123,11002,Boma,1 pak,1909,1960,11002 Boma 1909-1960
6124,,Boma,1 pak,1911,1920,Boma km 5 1911-1920
6125,11002,Boma,1 omslag,1921,1939,11002 Boma Colonie scolaire 1921-1939
6126,11003,Boma,1 omslag,1933,1939,11003 Boma Colonie scolaire 1933-1939
6127,11003,Boma,1 pak,1937,1959,11003 Boma (Service de l'Hygiène) 1937-1959
6128,11004,Ganda,1 omslag,1909,1959,11004 Ganda-Sundi 1909-1959
6129,11004,Ganda,1 omslag,1933,1939,11004 Ganda-Sundi 1933-1939
6130,11005,Kangu,1 omslag,1931,1939,11005 Kangu 1931-1939
6131,11005,Kangu,1 omslag,1931,1959,11005 Kangu 1931-1959
6132,11006,Kimbenza,1 omslag,1928,1939,11006 Kimbenza (Benza-Masola) 1928-1939
6133,11006,Kimbenza,1 omslag,1928,1959,11006 Kimbenza (Benza-Masola) 1928-1959
6134,11007,Kimpako,1 omslag,1936,1938,11007 Kimpako 1936-1938
6135,11007,Kimpako,1 omslag,1936,1959,11007 Kimpako 1936-1959
6136,11008,Kimvula,1 omslag,1928,1939,11008 Kimvula 1928-1939
6137,11008,Kimvula,1 omslag,1928,1956,11008 Kimvula 1928-1956
6138,11008,Molanga,1 omslag,1958,1959,11008 Molanga 1958-1959
6139,11009,Kisantu,1 omslag,1933,1959,11009 Kisantu 1933-1959
6140,11009,Kisantu,1 pak ,1101,1101,11009-11011 Kisantu (Cadulac) 1934-1939 Toelichting: betreft drie waarnemingsposten
6141,11010,Kisantu,1 omslag,1935,1947,11010 Kisantu-Nianga 1935-1947
6142,11010,Celo,1 omslag,1949,1959,11010 Celo Zongo 1949-1959
6143,11011,Kiyanika,1 omslag,1938,1947,11011 Kiyanika 1938-1947
6144,11011,Gandu,1 omslag,1949,1959,11011 Gandu 1949-1959
6145,11012,Kitobola,1 omslag,1908,1919,11012 Kitobola 1908-1919 1930-1939
6146,11012,Kitobola,1 pak,1940,1959,11012 Kitobola 1940-1959
6147,11013,Kitomesa,1 omslag,1931,1939,11013 Kitomesa 1931-1939
6148,11013,Kitomesa,1 omslag,1940,1959,11013 Kitomesa 1940-1959
6149,,Kolo,1 omslag,1922,1924,Kolo 1922-1924
6150,11014,Kolo,1 omslag,1922,1939,11014 Kolo 1922-1939
6151,11014,Kolo,1 omslag,1923,1925,11014 Kolo 1923-1925 1931-1938
6152,11014,Kolo,1 omslag,1940,1959,11014 Kolo 1940-1959
6153,11015,Kisantu,1 pak,1914,1939,11015 Kisantu 1914-1939
6154,11015,Kisantu,1 omslag,1940,1959,11015 Kisantu (Missie) 1940-1959
6155,11016,Lemfu,1 omslag,1910,1959,11016 Lemfu 1910-1959
6156,11016,Lemfu,1 omslag,1912,1939,11016 Lemfu 1912-1939
6157,11017,Luki,1 omslag,1928,1939,11017 Luki 1928-1939
6158,11017,Luki,1 pak,1928,1959,11017 Luki 1928-1959
6159,11018,Luozi,1 omslag,1934,1939,11018 Luozi 1934-1939
6160,11018,Luozi,1 omslag,1940,1959,11018 Luozi 1940-1959
6161,11019,Madimba,1 omslag,1930,1939,11019 Madimba 1930-1939
6162,11019,Madimba,1 omslag,1940,1959,11019 Madimba 1940-1959
6163,,Matadi,3 stukken ,1920,1922,Matadi 1920-1922 Toelichting: bevat enkel briefwisseling
6164,11020,Matadi,1 omslag,1932,1939,11020 Matadi 1932-1939
6165,11020,Matadi,1 pak,1932,1959,11020 Matadi 1932-1959
6166,11021,Moanda,1 omslag,1934,1939,11021 Moanda 1934-1939
6167,11021,Moanda,1 omslag,1934,1959,11021 Moanda 1934-1959
6168,11022,Moerbeke,1 omslag,1930,1939,11022 Moerbeke-Kwilu 1930-1939
6169,11022,Moerbeke,1 pak,1930,1959,11022 Moerbeke-Kwilu 1930-1959
6170,11023,Moenge,1 omslag,1928,1948,11023 Moenge 1928-1948
6171,11023,Kikiazi,1 omslag,1952,1959,11023 Kikiazi 1952-1959
6172,11024,Ngidinga,1 omslag,1931,1939,11024 Ngidinga 1931-1939
6173,11024,Ngidinga,1 omslag,1931,1955,11024 Ngidinga 1931-1955
6174,11024,Ngeba,1 omslag,1957,1959,11024 Ngeba 1957-1959
6175,11025,Sona,1 omslag,1913,1939,11025 Sona-Bata 1913-1939
6176,11025,Sona,1 pak,1913,1959,11025 Sona-Bata 1913-1959
6177,11026,Temvo,1 omslag,1928,1959,11026 Temvo 1928-1959
6178,11026,Temvo,1 omslag,1931,1939,11026 Temvo 1931-1939
6179,11027,Thysstad,1 pak,1922,1955,11027 Thysstad 1922 1930-1955
6180,11027,Thysstad,1 omslag,1932,1939,11027 Thysstad 1932-1939
6181,11027,Konzo,1 omslag,1957,1959,11027 Konzo 1957-1959
6182,11028,Tshela,1 omslag,1930,1939,11028 Tshela 1930-1939
6183,11028,Tshela,1 pak,1930,1959,11028 Tshela 1930-1959
6184,11029,Tumba,1 omslag,1932,1939,11029 Tumba 1932-1939
6185,11029,Tumba,1 pak,1932,1959,11029 Tumba 1932-1959
6186,11030,Zobe,1 pak,1931,1959,11030 Zobe 1931-1959
6187,11030,Zobe,1 omslag,1934,1939,11030 Zobe 1934-1939
6188,11031,Mvuazi,1 pak,1936,1953,11031 Mvuazi Poste 1936-1953
6189,11032,Lukula,1 omslag,1930,1939,11032 Lukula 1930-1939
6190,11032,Lukula,1 omslag,1930,1959,11032 Lukula 1930-1959
6191,11033,Kiniati,1 pak,1928,1959,11033 Kiniati 1928-1959
6192,11033,Kiniati,1 omslag,1934,1939,11033 Kiniati 1934-1939
6193,11034,Makaya,1 omslag,1939,NA,11034 Makaya Tete 1939
6194,11034,Makaya,1 omslag,1938,1959,11034 Makaya Tete 1938-1959
6195,11035,Makai,1 omslag,1955,NA,11035 Makai-Vuabi 1955
6196,11035,Gunga,1 omslag,1940,1948,11035 Gunga (Moenge?) 1940-1948
6197,11035,Vaku,1 omslag,1958,1959,11035 Vaku 1958-1959
6198,11036,Congo,1 omslag,1940,1959,11036 Congo-Ndefi 1940-1959
6199,11037,bis,1 omslag,1945,1959,11037bis Bulabemba 1945-1959
6200,11038,Kionzo,1 omslag,1940,1951,11038 Kionzo 1940-1951
6201,11038,Maunzi,1 omslag,1954,1959,11038 Maunzi 1954-1959
6202,11039,Gombe,1 omslag,1940,1959,11039 Gombe-Matadi 1940-1959
6203,,Gimbi,1 omslag,1940,1946,Gimbi 1940-1946
6204,11040,Gimbi,1 omslag,1942,1953,11040 Gimbi-Plateau 1942-1953
6205,,Kondo,1 omslag,1940,1945,Kondo 1940-1945
6206,11041,Kondo,1 omslag,1946,1953,11041 Kondo 1946-1953
6207,11042,Ndembo,1 omslag,1943,1947,11042 Ndembo 1943-1947
6208,11042,Kindundu,1 omslag,1949,1954,11042 Kindundu 1949-1954
6209,11042,Lovo,1 omslag,1957,1959,11042 Lovo 1957-1959
6210,11043,Moanda,1 omslag,1944,1959,11043 Moanda 1944-1959
6211,11044,Mangembo,1 omslag,1945,1952,11044 Mangembo 1945-1952
6212,11044,Kingoma,1 omslag,1955,1959,11044 Kingoma 1955-1959
6213,11045,Bienga,1 omslag,1945,1952,11045 Bienga 1945-1952
6214,11045,Bandakani,1 omslag,1955,1959,11045 Bandakani 1955-1959
6215,11046,Mpese,1 omslag,1935,1937,11046 Mpese 1935-1937
6216,11046,Mpese,1 omslag,1936,1937,11046 Mpese 1936-1937 1945-1959
6217,11047,Soyo,1 omslag,1943,1959,11047 Soyo 1943-1959
6218,11048,Fuma,1 omslag,1945,1959,11048 Fuma 1945-1959
6219,11049,Mont,1 omslag,1949,1959,11049 Mont-Yabi 1949-1959
6220,11050,Kazu,1 omslag,1947,1959,11050 Kazu 1947-1959
6221,11051,Mayenga,1 omslag,1948,1958,11051 Mayenga 1948-1958
6222,11052,Sansikwa,1 omslag,1949,1959,11052 Sansikwa 1949-1959
6223,11053,Mayidi,1 omslag,1950,1959,11053 Mayidi 1950-1959
6224,11054,Luala,1 omslag,1954,1959,11054 Luala 1954-1959
6225,,Kimpangu,1 omslag,1923,1924,Kimpangu 1923-1924
6226,,Kimpangu,1 stuk,1923,1924,Kimpangu 1923-1924
6227,11055,Kimpangu,1 omslag,1954,1959,11055 Kimpangu 1954-1959
6228,11056,Zomfi,1 omslag,1954,1959,11056 Zomfi 1954-1959
6229,11057,Inga,1 omslag,1953,1959,11057 Inga 1953-1959
6230,11058,Mbate,1 omslag,1954,1959,11058 Mbate-Mbenge 1954-1959
6231,11059,Ango,1 omslag,1959,NA,11059 Ango 1959
6232,11060,Sundi,1 omslag,1955,1959,11060 Sundi-Lutete 1955-1959
6233,11061,Yanga,1 omslag,1955,1959,11061 Yanga-Pompe 1955-1959
6234,11062,Kinkenge,1 omslag,1955,1959,11062 Kinkenge 1955-1959
6235,11066,Bateke,1 omslag,1955,1959,11066 Bateke-Nord 1955-1959
6236,11067,Kitona,1 omslag,1956,1959,11067 Kitona 1956-1959
6237,,Kimpese,1 pak,1923,1939,Kimpese 1923-1939
6238,11068,Kimpese,1 omslag,1955,1959,11068 Kimpese 1955-1959
6239,11069,Yema,1 omslag,1955,1959,11069 Yema 1955-1959
6240,11070,Singini,1 omslag,1956,1959,11070 Singini 1956-1959
6241,11071,Bungu,1 omslag,1956,1959,11071 Bungu 1956-1959
6242,11072,Bungu,1 omslag,1957,1959,11072 Bungu Loango 1957-1959
6243,11073,Vanga,1 omslag,1957,1959,11073 Vanga 1957-1959
6244,11074,Bula,1 omslag,1958,1959,11074 Bula 1958-1959
6245,11075,Sumbi,1 omslag,1959,NA,11075 Sumbi 1959
6246,11076,Mvela,3 stukken,1959,NA,11076 Mvela 1959
6247,11101,Mposo,1 omslag,1957,1959,11101 Mposo 1957-1959
6248,11102,Bousin,1 omslag,1957,1959,11102 Bousin 1957-1959
6249,11103,Tombagadio,1 omslag,1957,1959,11103 Tombagadio 1957-1959
6250,11104,Kenge,1 omslag,1957,1959,11104 Kenge (Otraco) 1957-1959
6251,11105,Fornasari,1 omslag,1957,1959,11105 Fornasari 1957-1959
6252,11106,Monilithe,1 omslag,1957,1959,11106 Monilithe 1957-1959
6253,11107,Lufu,1 omslag,1957,1959,11107 Lufu 1957-1959
6254,11108,Songolole,1 omslag,1957,1959,11108 Songolole 1957-1959
6255,11109,Bloc,1 omslag,1957,1959,11109 Bloc 110 1957-1959
6256,11110,Kwilu,1 omslag,1957,1959,11110 Kwilu 1957-1959
6257,11111,Malanga,1 omslag,1957,1959,11111 Malanga 1957-1959
6258,11112,Kimpese,1 omslag,1957,1959,11112 Kimpese (Otraco) 1957-1959
6259,11113,Lukala,1 omslag,1957,1959,11113 Lukala 1957-1959
6260,11114,Tumba,1 omslag,1957,1959,11114 Tumba 1957-1959
6261,11115,Moerbeke,1 omslag,1957,1959,11115 Moerbeke (Otraco) 1957-1959
6262,11116,Cattier,1 omslag,1957,1959,11116 Cattier 1957-1959
6263,11117,Dethier,1 omslag,1957,1959,11117 Dethier 1957-1959
6264,11118,Kiasi,1 omslag,1957,1959,11118 Kiasi 1957-1959
6265,11119,Kiasi,1 omslag,1957,1959,11119 Kiasi (Otraco) 1957-1959
6266,11120,Marchal,1 omslag,1957,1959,11120 Marchal 1957-1959
6267,11121,Thysstad,1 omslag,1957,1959,11121 Thysstad 1957-1959
6268,11122,Bloc,1 omslag,1957,1959,11122 Bloc 236 1957-1959
6269,11123,Kisantu,1 omslag,1957,1959,11123 Kisantu 1957-1959
6270,11124,N,1 omslag,1957,1959,11124 N'Guvu 1957-1959
6271,11125,Madimba,1 omslag,1957,1959,11125 Madimba 1957-1959
6272,11126,Sona,1 omslag,1957,1959,11126 Sona-Bata 1957-1959
6273,11127,Wolter,1 omslag,1957,1959,11127 Wolter 1957-1959
6274,11128,Bailleux,1 omslag,1957,1959,11128 Bailleux 1957-1959
6275,11129,Vindevoghel,1 omslag,1957,1959,11129 Vindevoghel 1957-1959
6276,11130,Kasangulu,1 omslag,1957,1959,11130 Kasangulu 1957-1959
6277,11131,Bloc,1 omslag,1957,1959,11131 Bloc 329 1957-1959
6278,11132,Kimuenza,1 omslag,1957,1959,11132 Kimuenza 1957-1959
6279,11133,Rifflart,1 omslag,1957,1959,11133 Rifflart 1957-1959
6280,,Banga,1 stuk,1930,NA,Banga 1930
6281,,Bangu,1 omslag,1920,1922,Bangu 1920-1922
6282,,Congo,1 pak,1903,1923,Congo da Lemba 1903-1923
6283,,Congo,1 stuk,1923,1926,Congo da Lemba 1923-1926
6284,,Kiafu,3 stukken,1925,1926,Kiafu 1925-1926
6285,,Kibambi,1 omslag,1930,1932,Kibambi 1930-1932
6286,,Kingoye,1 stuk,1911,1912,Kingoye 1911-19121922-1925
6287,,Lampa,2 stukken,1921,1929,Lampa 1921-1929
6288,,Mateba,1 omslag,1931,1933,Mateba 1931-1933
6289,,Mbedi,1 omslag,1931,1934,Mbedi 1931-1934
6290,,Mpa,2 stukken,1929,1930,Mpa (Mayumbé) 1929-1930
6291,,Pandgi,1 omslag,1911,1930,Pandgi (Mayumbé) 1911-1930
6292,,Seke,1 omslag,1930,1932,Seke Banza 1930-1932
6293,,Wanda,1 stuk,1934,NA,Wanda 1934
6294,12000,Kinsuka,,1952,1959,12000 Kinsuka 1952-1959
6295,12001,Leopoldstad,,1931,1939,12001 Leopoldstad-Oost 1931-1939
6296,12003,Lukunga,,1952,1959,12003 Lukunga 1952-1959
6297,12004,Leopoldstad,,1951,1959,12004 Leopoldstad-Ndolo 1951-1959
6298,12005,Kimuenza,,1955,1959,12005 Kimuenza 1955-1959
6299,12007,Lusumu,,1956,1959,12007 Lusumu 1956-1959
6300,12008,Mikondo,,1957,1959,12008 Mikondo 1957-1959
6301,12011,Leopoldstad,,1959,NA,12011 Leopoldstad-Ndjili 1959
6302,,Ndolo,,1911,1915,Ndolo (?) 1911-1915 1923
6303,13001,Bambinga,1 omslag,1933,1939,13001 Bambinga 1933-1939
6304,13001,Bambinga,1 omslag,1940,1959,13001 Bambinga 1940-1959
6305,13002,Djuma,1 omslag,1931,1939,13002 Djuma 1931-1939
6306,13002,Djuma,1 omslag,1940,1959,13002 Djuma 1940-1959
6307,13003,Feshi,1 omslag,1931,1939,13003 Feshi 1931-1939
6308,13003,Feshi,1 pak,1940,1959,13003 Feshi 1940-1959
6309,13004,Goa,1 omslag,1925,1930,13004 Goa 1925-1930 1937-1939
6310,13004,Goa,1 omslag,1940,1959,13004 Goa 1940-1959
6311,13005,Gingungi,1 omslag,1925,1939,13005 Gingungi 1925-1939
6312,13005,Gingungi,1 omslag,1940,1955,13005 Gingungi 1940-1955
6313,13005,Tshiwalua,1 omslag,1958,1959,13005 Tshiwalua 1958-1959
6314,13006,Idiofa,1 omslag,1926,1939,13006 Idiofa 1926-1939
6315,13006,Idiofa,1 omslag,1940,1959,13006 Idiofa 1940-1959
6316,13007,Kahemba,1 omslag,1931,1939,13007 Kahemba 1931-1939
6317,13007,Kahemba,1 pak,1940,1959,13007 Kahemba 1940-1959
6318,13008,Kasongo,1 omslag,1931,1939,13008 Kasongo Lunda 1931-1939
6319,13008,Kasongo,1 pak,1940,1959,13008 Kasongo Lunda 1940-1959
6320,13009,Kiyaka,1 omslag,1949,1953,13009 Kiyaka Vallée 1949-1953
6321,13010,Kikwit,1 omslag,1925,1939,13010 Kikwit 1925-1939
6322,13010,Kikwit,1 pak,1925,1959,13010 Kikwit 1925-1959
6323,13011,Kimbau,1 pak,1923,1948,13011 Kimbau 1923-1948
6324,13011,Kipembele,1 omslag,1951,1959,13011 Kipembele 1951-1959
6325,13012,Kingunda,1 omslag,1928,1939,13012 Kingunda 1928-1939
6326,13012,Kinyanda,1 omslag,1928,1959,13012 Kinyanda 1928-1959
6327,13013,Kisandji,1 omslag,1936,1939,13013 Kisandji 1936-1939
6328,13013,Kisandji,1 omslag,1936,1958,13013 Kisandji 1936-1958
6329,13014,Kikombo,1 omslag,1936,1959,13014 Kikombo 1936-1959
6330,13015,Leverstad,1 omslag,1926,1959,13015 Leverstad 1926-1959
6331,13015,Leverstad,1 omslag,1927,1939,13015 Leverstad 1927-1939
6332,13016,Katenga,1 omslag,1949,1955,13016 Katenga 1949-1955
6333,13017,Mwilambongo,1 omslag,1928,1940,13017 Mwilambongo 1928-1940
6334,13017,Mwilambongo,1 omslag,1928,1958,13017 Mwilambongo 1928-1958
6335,,Mwilambongo,3 stukken,1930,1932,Mwilambongo 1930-1932
6336,13018,Panzi,1 pak,1931,1952,13018 Panzi 1931-1952
6337,13018,Mutangu,1 omslag,1955,1958,13018 Mutangu 1955-1958
6338,13019,Popokabaka,1 omslag,1931,1959,13019 Popokabaka 1931-1959
6339,13019,Popokabaka,1 omslag,1932,1939,13019 Popokabaka 1932-1939
6340,13020,Mangai,1 omslag,1959,NA,13020 Mangai 1959
6341,13020,Yasa,1 omslag,1938,1946,13020 Yasa 1938-1946
6342,13020,Kitenda,1 omslag,1948,1956,13020 Kitenda 1948-1956
6343,13021,Gungu,1 omslag,1944,1959,13021 Gungu 1944-1959
6344,13022,Kilembe,1 omslag,1945,1957,13022 Kilembe 1945-1957
6345,13023,Kingandu,1 omslag,1944,1959,13023 Kingandu 1944-1959
6346,13024,Totshi,1 omslag,1944,1947,13024 Totshi 1944-1947
6347,13024,Kiyaka,1 omslag,1950,1953,13024 Kiyaka Vallée 1950-1953
6348,13025,Kandale,1 omslag,1946,1948,13025 Kandale 1946-1948
6349,13025,Vuamba,1 omslag,1955,1959,13025 Vuamba 1955-1959
6350,13026,Kenge,1 omslag,1949,1959,13026 Kenge 1949-1959
6351,13027,Dunda,1 omslag,1950,1959,13027 Dunda 1950-1959
6352,13028,Mokamo,1 omslag,1951,1959,13028 Mokamo (Bulangunga) 1951-1959
6353,13029,Lubue,1 omslag,1952,1959,13029 Lubue 1952-1959
6354,13030,Kimbilangundu,1 omslag,1955,1959,13030 Kimbilangundu 1955-1959
6355,13031,Mazilazila,1 omslag,1958,1959,13031 Mazilazila 1958-1959
6356,13032,Sanzu,1 omslag,1958,1959,13032 Sanzu 1958-1959
6357,13033,Lubue,3 stukken,1959,NA,13033 Lubue Plantation 1959
6358,13039,Kalonda,3 stukken,1959,NA,13039 Kalonda 1959
6359,,Bandundu,1 omslag,1919,1932,Bandundu 1919-1932
6360,,Katulu,1 omslag,1931,1939,Katulu 1931-1939
6361,,Muhaku,1 omslag,1931,1936,Muhaku 1931-1936
6362,,Ngowa,2 stukken,1938,NA,Ngowa (bij Kikwit) 1938
6363,,Tshitshi,1 stuk,1933,NA,Tshitshi 1933
6364,14000,Ila,1 omslag,1912,1920,14000 Ila 1912-1920
6365,14001,Banningstad,1 omslag,1917,1939,14001 Banningstad 1917-1939
6366,14001,Banningstad,1 pak,1940,1959,14001 Banningstad 1940-1959
6367,14002,Bendela,1 pak,1928,1952,14002 Bendela 1928-1952
6368,14002,Belingo,1 omslag,1955,1959,14002 Belingo 1955-1959
6369,14003,Bokoro,1 omslag,1931,1939,14003 Bokoro 1931-1939
6370,14003,Bokoro,1 omslag,1940,1959,14003 Bokoro 1940-1959
6371,14004,Ikalata,1 omslag,1959,NA,14004 Ikalata 1959
6372,14004,Ibeke,1 omslag,1931,1939,14004 Ibeke-Gembo 1931-1939
6373,14004,Ibeke,1 omslag,1931,1957,14004 Ibeke-Gembo 1931-1957
6374,14005,Inongo,1 pak,1910,1959,14005 Inongo 1910-1959
6375,14005,Inongo,1 pak,1913,1939,14005 Inongo 1913-1939
6376,14006,Kikongo,1 pak,1932,1950,14006 Kikongo 1932-1950
6377,14006,Kikongo,1 omslag,1952,1956,14006 Kikongo 1952-1956
6378,14006,Pinanga,1 omslag,1958,1959,14006 Pinanga 1958-1959
6379,14007,Kolomboma,1 omslag,1937,1939,14007 Kolomboma 1937-1939
6380,14007,Kolomboma,1 omslag,1937,1959,14007 Kolomboma 1937-1959
6381,14008,Kutu,1 omslag,1924,1959,14008 Kutu 19241937-1959
6382,14008,Kutu,1 omslag,1937,1939,14008 Kutu 1937-1939
6383,14009,Kwamouth,1 omslag,1930,1939,14009 Kwamouth 1930-1939
6384,14009,Kwamouth,1 omslag,1930,1959,14009 Kwamouth 1930-1959
6385,14010,Kesenge,1 omslag,1939,1959,14010 Kesenge 1939-1959
6386,14011,Mongobele,1 omslag,1921,1959,14011 Mongobele 1921-1959
6387,14011,Mongobele,1 omslag,1930,1939,14011 Mongobele 1930-1939
6388,14012,Makaw,1 omslag,1945,1957,14012 Makaw 1945-1957
6389,14013,Beno,1 omslag,1932,1951,14013 Beno 1932-1951
6390,14013,Muntu,1 omslag,1938,1944,14013 Muntu 1938-1944
6391,14013,Patambalu,1 omslag,1956,1959,14013 Patambalu 1956-1959
6392,14014,Nioki,1 omslag,1921,1939,14014 Nioki 1921-1939
6393,14014,Nioki,1 omslag,1940,1959,14014 Nioki 1940-1959
6394,14015,Selenge,1 omslag,1922,1959,14015 Selenge 1922-1959
6395,14015,Selenge,1 omslag,1933,1939,14015 Selenge 1933-1939
6396,14016,Semendua,1 omslag,1944,1959,14016 Semendua 1944-1959
6397,14017,Botanankasa,1 omslag,1959,NA,14017 Botanankasa 1959
6398,14017,Taketa,1 omslag,1935,1955,14017 Taketa 1935-1955
6399,14017,Taketa,1 omslag,1936,1939,14017 Taketa 1936-1939
6400,14018,Yuki,1 omslag,1939,1959,14018 Yuki 1939-1959
6401,14019,Mantantale,1 omslag,1940,1953,14019 Mantantale 1940-1953
6402,14019,Ikelavillo,1 omslag,1956,1959,14019 Ikelavillo 1956-1959
6403,14020,Bongo,1 omslag,1921,1945,14020 Bongo 1921-1945
6404,14020,Mpa,1 omslag,1951,1959,14020 Mpa 1951-1959
6405,14021,Buna,1 omslag,1943,1959,14021 Buna 1943-1959
6406,14022,Tshimbane,1 omslag,1944,1948,14022 Tshimbane 1944-1948
6407,14022,Mushie,1 omslag,1956,1959,14022 Mushie-Pentane 1956-1959
6408,14023,Kunzulu,1 omslag,1916,1917,14023 Kunzulu 1916-19171940-1959
6409,14024,Malebo,1 omslag,1953,1959,14024 Malebo 1953-1959
6410,14025,Kipi,1 omslag,1952,1959,14025 Kipi 1952-1959
6411,14026,Kebambili,1 omslag,1957,1959,14026 Kebambili 1957-1959
6412,14027,Mushie,1 omslag,1957,1959,14027 Mushie 1957-1959
6413,,Bolobo,3 stukken,1932,NA,Bolobo 1932
6414,,Kiri,1 omslag,1924,NA,Kiri 1924
6415,21000,Lukolela,1 omslag,1951,1959,21000 Lukolela 1951-1959
6416,21001,Basankusu,1 omslag,1916,1959,21001 Basankusu 1916-1959
6417,21001,Basankusu,1 pak,1920,1939,21001 Basankusu 1920-1939
6418,21002,Befale,1 omslag,1937,1939,21002 Befale 1937-1939
6419,21002,Befale,1 omslag,1937,1959,21002 Befale 1937-1959
6420,21003,Befori,1 omslag,1920,1939,21003 Befori 1920-1939
6421,21003,Befori,1 pak,1920,1959,21003 Befori 1920-1959
6422,21004,Besoke,1 omslag,1937,1939,21004 Besoke 1937-1939
6423,21004,Besoke,1 omslag,1937,1959,21004 Besoke 1937-1959
6424,21005,Bikoro,1 omslag,1932,1939,21005 Bikoro 1932-1939
6425,21005,Bikoro,1 omslag,1940,1959,21005 Bikoro 1940-1959
6426,21006,Boende,1 omslag,1930,1939,21006 Boende 1930-1939
6427,21006,Boende,1 omslag,1940,1949,21006 Boende 1940-1949
6428,21006,Boende,1 omslag,1950,1959,21006 Boende 1950-1959
6429,21007,Bongandanga,1 omslag,1937,1939,21007 Bongandanga 1937-1939
6430,21007,Bongandanga,1 omslag,1940,1959,21007 Bongandanga 1940-1959
6431,21008,Bolingo,1 omslag,1929,1930,21008 Bolingo 1929-1930 1935-1939
6432,21008,Bolingo,1 pak,1940,1959,21008 Bolingo 1940-1959
6433,21009,Bosodjafo,1 omslag,1935,1952,21009 Bosodjafo 1935-1952
6434,21009,Mabali,1 omslag,1953,1958,21009 Mabali 1953-1958
6435,21010,Bosodongo,1 omslag,1928,1939,21010 Bosodongo 1928-1939
6436,21010,Bosodongo,1 omslag,1928,1959,21010 Bosodongo 1928-1959
6437,21011,Booke,1 omslag,1938,1939,21011 Booke 1938-1939
6438,21012,Bosenge,1 omslag,1931,1953,21012 Bosenge 1931-1953
6439,21012,Mondombe,1 omslag,1956,1959,21012 Mondombe 1956-1959
6440,21013,Busira,1 omslag,1932,1939,21013 Busira 1932-1939
6441,21013,Busira,1 omslag,1940,1959,21013 Busira 1940-1959
6442,21014,Coquilhatstad,1 omslag,1912,1944,21014 Coquilhatstad 1912-1944
6443,21014,Coquilhatstad,1 omslag,1946,1959,21014 Coquilhatstad 1946-1959
6444,21014,Londo,1 omslag,1949,1955,21014 Londo 1949-1955
6445,21014,Kalamba,1 omslag,1957,1958,21014 Kalamba 1957-1958
6446,21015,Djolu,1 omslag,1935,1939,21015 Djolu 1935-1939
6447,21015,Djolu,1 omslag,1940,1959,21015 Djolu 1940-1959
6448,21016,Eala,1 pak,1908,1910,21016 Eala 1908-1910
6449,21016,Eala,1 pak,1911,1912,21016 Eala 1911-1912
6450,21016,Eala,1 pak,1914,1915,21016 Eala 1914-1915
6451,21016,Eala,1 pak,1917,1921,21016 Eala 1917-1921
6452,21016,Eala,1 pak,1921,1923,21016 Eala 1921-1923
6453,21016,Eala,1 pak,1924,1926,21016 Eala 1924-1926
6454,21016,Eala,1 pak,1927,1929,21016 Eala 1927-1929
6455,21016,Eala,1 pak,1930,1932,21016 Eala 1930-1932
6456,21016,Eala,1 pak,1933,1935,21016 Eala 1933-1935
6457,21016,Eala,1 pak,1936,1939,21016 Eala 1936-1939
6458,21016,Eala,1 pak,1940,1943,21016 Eala 1940-1943
6459,21016,Eala,1 omslag,1944,1946,21016 Eala 1944-1946
6460,21016,Eala,1 pak,1947,1952,21016 Eala 1947-1952
6461,21017,Ingende,1 omslag,1937,1939,21017 Ingende 1937-1939
6462,21017,Ingende,1 omslag,1937,1959,21017 Ingende 1937-1959
6463,21018,Lilenga,1 omslag,1932,1959,21018 Lilenga 1932-1959
6464,21018,Lilenga,1 omslag,1933,1939,21018 Lilenga 1933-1939
6465,21019,Lukolela,1 pak,1908,1913,21019 Lukolela Plantation 1908-1913 1920-1940
6466,21019,Lukolela,1 omslag,1940,1959,21019 Lukolela Plantation 1940-1959
6467,21020,Mondombe,1 omslag,1938,1949,21020 Mondombe (Protestantse missie) 1938-1949
6468,21020,Songo,1 omslag,1954,1959,21020 Songo 1954-1959
6469,21021,Mondombe,1 omslag,1910,1918,21021 Mondombe (Katholieke missie) 1910-1918 1934-1938
6470,21021,Mondombe,1 omslag,1910,1959,21021 Mondombe 1910-1959
6471,,Mondombe,1 stuk,1932,NA,Mondombe (Ikela) 1932
6472,21022,Wafania,1 omslag,1936,1939,21022 Wafania 1936-1939
6473,21022,Wafania,1 omslag,1936,1959,21022 Wafania 1936-1959
6474,21023,Wangata,1 omslag,1937,1939,21023 Wangata 1937-1939
6475,21023,Wangata,1 pak,1940,1959,21023 Wangata 1940-1959
6476,21024,Yalusaka,1 omslag,1921,1939,21024 Yalusaka 1921-1939
6477,21024,Yalusaka,1 pak,1940,1959,21024 Yalusaka 1940-1959
6478,21024,Yolombo,1 omslag,1946,1959,21024 Yolombo 1946-1959
6479,21025,Bomputu,1 omslag,1932,1939,21025 Bomputu 1932-1939
6480,21025,Bomputu,1 pak,1940,1959,21025 Bomputu 1940-1959
