file,folder,field,value,consensus
capture_31.jpg,6428,year,52,1
capture_32.jpg,6428,location,Boende,1
capture_32.jpg,6428,month,Mars,1
capture_32.jpg,6428,year,53,0.6
capture_33.jpg,6428,location,Boende,1
capture_33.jpg,6428,month,Avril,1
capture_33.jpg,6428,year,52,1
capture_34.jpg,6428,location,Boende,1
capture_34.jpg,6428,month,Mai,1
capture_34.jpg,6428,year,52,1
capture_35.jpg,6428,location,Boende,1
capture_35.jpg,6428,month,Juin,1
capture_35.jpg,6428,year,52,1
capture_36.jpg,6428,location,Boende,1
capture_36.jpg,6428,month,Juillet,1
capture_36.jpg,6428,year,52,1
capture_37.jpg,6428,location,Boende,1
capture_37.jpg,6428,month,Aout,1
capture_37.jpg,6428,year,52,0.8
capture_38.jpg,6428,location,Boende,1
capture_38.jpg,6428,month,Septembre,1
capture_38.jpg,6428,year,52,1
capture_39.jpg,6428,location,Boende,1
capture_39.jpg,6428,month,Oktobre,1
capture_39.jpg,6428,year,52,1
capture_40.jpg,6428,location,Boende,1
capture_40.jpg,6428,month,Janvier,1
capture_40.jpg,6428,year,53,1
capture_41.jpg,6428,location,Boende,1
capture_41.jpg,6428,month,Fevrier,1
capture_41.jpg,6428,year,53,1
capture_42.jpg,6428,location,Boende,1
capture_42.jpg,6428,month,Mars,1
capture_42.jpg,6428,year,53,1
capture_43.jpg,6428,location,Boende,1
capture_43.jpg,6428,month,Avril,1
capture_43.jpg,6428,year,53,1
capture_44.jpg,6428,location,Boende,1
capture_44.jpg,6428,month,Mai,1
capture_44.jpg,6428,year,53,1
capture_45.jpg,6428,location,Boende,1
capture_45.jpg,6428,month,Juin,1
capture_45.jpg,6428,year,53,1
capture_46.jpg,6428,location,Boende,1
capture_46.jpg,6428,month,Aout,0.8
capture_46.jpg,6428,year,53,1
capture_47.jpg,6428,location,Boende,1
capture_47.jpg,6428,month,Septembre,1
capture_47.jpg,6428,year,53,0.6
capture_48.jpg,6428,location,Boende,1
capture_48.jpg,6428,month,Novembre,1
capture_48.jpg,6428,year,53,1
capture_49.jpg,6428,location,Boende,1
capture_49.jpg,6428,month,Janvier,1
capture_49.jpg,6428,year,54,1
capture_50.jpg,6428,location,Boende,1
capture_50.jpg,6428,month,Mars,1
capture_50.jpg,6428,year,54,1
capture_51.jpg,6428,location,Boende,1
capture_51.jpg,6428,month,Avril,1
capture_51.jpg,6428,year,54,1
capture_52.jpg,6428,location,Boende,1
capture_52.jpg,6428,month,Mai,1
capture_52.jpg,6428,year,54,1
capture_53.jpg,6428,location,Boende,1
capture_53.jpg,6428,month,Juin,1
capture_53.jpg,6428,year,54,1
capture_54.jpg,6428,location,Boende,1
capture_54.jpg,6428,month,Juillet,1
capture_54.jpg,6428,year,54,1
capture_55.jpg,6428,location,Boende,1
capture_55.jpg,6428,month,Aout,1
capture_55.jpg,6428,year,54,1
capture_56.jpg,6428,location,Boende,1
capture_56.jpg,6428,month,Septembre,1
capture_56.jpg,6428,year,54,1
capture_57.jpg,6428,location,Boende,1
capture_57.jpg,6428,month,Oktobre,1
capture_57.jpg,6428,year,54,1
capture_58.jpg,6428,location,Boende,1
capture_58.jpg,6428,month,Novembre,1
capture_58.jpg,6428,year,54,1
capture_59.jpg,6428,location,Boende,1
capture_59.jpg,6428,month,Decembre,1
capture_59.jpg,6428,year,54,1
capture_6.jpg,6428,location,Boende,1
capture_6.jpg,6428,month,Janvier,1
capture_6.jpg,6428,year,50,1
capture_60.jpg,6428,location,Boende,1
capture_60.jpg,6428,month,Janvier,1
capture_60.jpg,6428,year,55,1
capture_61.jpg,6428,location,Boende,1
capture_61.jpg,6428,month,Fevrier,1
capture_61.jpg,6428,year,55,1
capture_62.jpg,6428,location,Boende,1
capture_62.jpg,6428,month,Mars,1
capture_62.jpg,6428,year,55,1
capture_63.jpg,6428,location,Boende,1
capture_63.jpg,6428,month,Avril,1
capture_63.jpg,6428,year,55,1
capture_64.jpg,6428,location,Boende,1
capture_64.jpg,6428,month,Mai,1
capture_64.jpg,6428,year,55,1
capture_65.jpg,6428,location,Boende,1
capture_65.jpg,6428,month,Juin,1
capture_65.jpg,6428,year,55,1
capture_66.jpg,6428,location,Boende,1
capture_66.jpg,6428,month,Juillet,1
capture_66.jpg,6428,year,55,1
capture_67.jpg,6428,location,Boende,1
capture_67.jpg,6428,month,Aout,1
capture_67.jpg,6428,year,55,1
capture_68.jpg,6428,location,Boende,1
capture_68.jpg,6428,month,Septembre,1
capture_68.jpg,6428,year,55,0.8
capture_69.jpg,6428,location,Boende,1
capture_69.jpg,6428,month,Oktobre,1
capture_69.jpg,6428,year,55,1
capture_7.jpg,6428,location,Boende,1
capture_7.jpg,6428,month,Fevrier,1
capture_7.jpg,6428,year,50,1
capture_70.jpg,6428,location,Boende,1
capture_70.jpg,6428,month,Novembre,1
capture_70.jpg,6428,year,55,1
capture_71.jpg,6428,location,Boende,1
capture_71.jpg,6428,month,Decembre,1
capture_71.jpg,6428,year,55,1
capture_72.jpg,6428,location,Boende,1
capture_72.jpg,6428,month,Janvier,1
capture_72.jpg,6428,year,56,1
capture_73.jpg,6428,location,Boende,1
capture_73.jpg,6428,month,Fevrier,1
capture_73.jpg,6428,year,56,1
capture_74.jpg,6428,location,Boende,1
capture_74.jpg,6428,month,Mars,1
capture_74.jpg,6428,year,56,1
capture_75.jpg,6428,location,Boende,1
capture_75.jpg,6428,month,Avril,1
capture_75.jpg,6428,year,56,1
capture_77.jpg,6428,location,Boende,1
capture_77.jpg,6428,month,Mai,1
capture_77.jpg,6428,year,56,1
capture_78.jpg,6428,location,Boende,1
capture_78.jpg,6428,month,Juin,1
capture_78.jpg,6428,year,56,1
capture_79.jpg,6428,location,Boende,1
capture_79.jpg,6428,month,Juillet,1
capture_79.jpg,6428,year,56,1
capture_8.jpg,6428,location,Boende,1
capture_8.jpg,6428,month,Mars,1
capture_8.jpg,6428,year,50,1
capture_80.jpg,6428,location,Boende,1
capture_80.jpg,6428,month,Aout,1
capture_80.jpg,6428,year,56,1
capture_81.jpg,6428,location,Boende,1
capture_81.jpg,6428,month,Septembre,1
capture_81.jpg,6428,year,56,1
capture_82.jpg,6428,location,Boende,1
capture_82.jpg,6428,month,Oktobre,1
capture_82.jpg,6428,year,56,1
capture_83.jpg,6428,location,Boende,1
capture_83.jpg,6428,month,Novembre,1
capture_83.jpg,6428,year,56,1
capture_84.jpg,6428,location,Boende,1
capture_84.jpg,6428,month,Decembre,1
capture_84.jpg,6428,year,56,1
capture_85.jpg,6428,location,Boende,1
capture_85.jpg,6428,month,Janvier,1
capture_85.jpg,6428,year,57,0.8
capture_86.jpg,6428,location,Boende,1
capture_86.jpg,6428,month,Fevrier,1
capture_86.jpg,6428,year,57,1
capture_87.jpg,6428,location,Boende,1
capture_87.jpg,6428,month,Mars,1
capture_87.jpg,6428,year,57,1
capture_88.jpg,6428,location,Boende,1
capture_88.jpg,6428,month,Avril,1
capture_88.jpg,6428,year,57,1
capture_89.jpg,6428,location,Boende,1
capture_89.jpg,6428,month,Mai,1
capture_89.jpg,6428,year,57,1
capture_9.jpg,6428,location,Boende,1
capture_9.jpg,6428,month,Avril,1
capture_9.jpg,6428,year,50,1
capture_90.jpg,6428,location,Boende,1
capture_90.jpg,6428,month,Juin,1
capture_90.jpg,6428,year,57,1
capture_91.jpg,6428,location,Boende,1
capture_91.jpg,6428,month,Juillet,1
capture_91.jpg,6428,year,57,0.8
capture_92.jpg,6428,location,Boende,1
capture_92.jpg,6428,month,Aout,1
capture_92.jpg,6428,year,57,1
capture_93.jpg,6428,location,Boende,1
capture_93.jpg,6428,month,Septembre,1
capture_93.jpg,6428,year,57,1
capture_94.jpg,6428,location,Boende,1
capture_94.jpg,6428,month,Oktobre,1
capture_94.jpg,6428,year,57,1
capture_95.jpg,6428,location,Boende,1
capture_95.jpg,6428,month,Novembre,1
capture_95.jpg,6428,year,57,1
capture_96.jpg,6428,location,Boende,1
capture_96.jpg,6428,month,Decembre,1
capture_96.jpg,6428,year,57,1
capture_97.jpg,6428,location,Boende,1
capture_97.jpg,6428,month,Janvier,1
capture_97.jpg,6428,year,58,1
capture_98.jpg,6428,location,Boende,1
capture_98.jpg,6428,month,Fevrier,1
capture_98.jpg,6428,year,58,1
capture_99.jpg,6428,location,Boende,1
capture_99.jpg,6428,month,Mars,1
capture_99.jpg,6428,year,58,1
capture_10.jpg,6443,location,Coquilhatstad,1
capture_10.jpg,6443,month,Mars,1
capture_10.jpg,6443,year,50,1
capture_11.jpg,6443,location,Coquilhatstad,1
capture_11.jpg,6443,month,Avril,1
capture_11.jpg,6443,year,50,0.8
capture_12.jpg,6443,location,Coquilhatstad,1
capture_12.jpg,6443,month,Mai,1
capture_12.jpg,6443,year,50,1
capture_13.jpg,6443,location,Coquilhatstad,1
capture_13.jpg,6443,month,Juin,1
capture_13.jpg,6443,year,50,1
capture_130.jpg,6443,location,Coquilhatstad,1
capture_130.jpg,6443,month,Avril,1
capture_130.jpg,6443,year,49,0.8
capture_131.jpg,6443,location,Coquilhatstad,1
capture_131.jpg,6443,month,Mars,1
capture_131.jpg,6443,year,49,1
capture_132.jpg,6443,location,Coquilhatstad,1
capture_132.jpg,6443,month,Fevrier,1
capture_132.jpg,6443,year,49,0.8
capture_14.jpg,6443,location,Coquilhatstad,1
capture_14.jpg,6443,month,Juillet,1
capture_14.jpg,6443,year,50,1
capture_15.jpg,6443,location,Coquilhatstad,1
capture_15.jpg,6443,month,Aout,0.8
capture_15.jpg,6443,year,50,1
capture_16.jpg,6443,location,Coquilhatstad,1
capture_16.jpg,6443,month,Septembre,1
capture_16.jpg,6443,year,50,1
capture_17.jpg,6443,location,Coquilhatstad,1
capture_17.jpg,6443,month,Oktobre,1
capture_17.jpg,6443,year,50,1
capture_18.jpg,6443,location,Coquilhatstad,1
capture_18.jpg,6443,month,Novembre,1
capture_18.jpg,6443,year,50,0.8
capture_19.jpg,6443,location,Coquilhatstad,1
capture_19.jpg,6443,month,Decembre,1
capture_19.jpg,6443,year,50,1
capture_20.jpg,6443,location,Coquilhatstad,1
capture_20.jpg,6443,month,Janvier,1
capture_20.jpg,6443,year,51,0.8
capture_21.jpg,6443,location,Coquilhatstad,1
capture_21.jpg,6443,month,Fevrier,1
capture_21.jpg,6443,year,51,0.8
capture_22.jpg,6443,location,Coquilhatstad,1
capture_22.jpg,6443,month,Mars,1
capture_22.jpg,6443,year,51,1
capture_23.jpg,6443,location,Coquilhatstad,1
capture_23.jpg,6443,month,Avril,1
capture_23.jpg,6443,year,51,1
capture_24.jpg,6443,location,Coquilhatstad,1
capture_24.jpg,6443,month,Mai,1
capture_24.jpg,6443,year,51,0.6
capture_25.jpg,6443,location,Coquilhatstad,1
capture_25.jpg,6443,month,Juin,1
capture_25.jpg,6443,year,51,1
capture_26.jpg,6443,location,Coquilhatstad,1
capture_26.jpg,6443,month,Juillet,1
capture_26.jpg,6443,year,51,0.8
capture_27.jpg,6443,location,Coquilhatstad,1
capture_27.jpg,6443,month,Aout,0.8
capture_27.jpg,6443,year,51,1
capture_28.jpg,6443,location,Coquilhatstad,1
capture_28.jpg,6443,month,Septembre,1
capture_28.jpg,6443,year,54,0.6
capture_29.jpg,6443,location,Coquilhatstad,1
capture_29.jpg,6443,month,Oktobre,1
capture_29.jpg,6443,year,51,1
capture_30.jpg,6443,location,Coquilhatstad,1
capture_30.jpg,6443,month,Novembre,1
capture_30.jpg,6443,year,51,1
capture_31.jpg,6443,location,Coquilhatstad,1
capture_31.jpg,6443,month,Decembre,1
capture_31.jpg,6443,year,51,0.6
capture_32.jpg,6443,location,Coquilhatstad,1
capture_32.jpg,6443,month,Janvier,1
capture_32.jpg,6443,year,52,1
capture_33.jpg,6443,location,Coquilhatstad,1
capture_33.jpg,6443,month,Fevrier,1
capture_33.jpg,6443,year,52,1
capture_34.jpg,6443,location,Coquilhatstad,1
capture_34.jpg,6443,month,Mars,1
capture_34.jpg,6443,year,52,1
capture_35.jpg,6443,location,Coquilhatstad,1
capture_35.jpg,6443,month,Avril,1
capture_35.jpg,6443,year,52,1
capture_36.jpg,6443,location,Coquilhatstad,1
capture_36.jpg,6443,month,Mai,1
capture_36.jpg,6443,year,52,1
capture_37.jpg,6443,location,Coquilhatstad,1
capture_37.jpg,6443,month,Juin,1
capture_37.jpg,6443,year,52,0.8
capture_38.jpg,6443,location,Coquilhatstad,1
capture_38.jpg,6443,month,Juillet,1
capture_38.jpg,6443,year,52,1
capture_39.jpg,6443,location,Coquilhatstad,1
capture_39.jpg,6443,month,Aout,0.6
capture_39.jpg,6443,year,52,1
capture_40.jpg,6443,location,Coquilhatstad,1
capture_40.jpg,6443,month,Septembre,1
capture_40.jpg,6443,year,52,1
capture_41.jpg,6443,location,Coquilhatstad,1
capture_41.jpg,6443,month,Oktobre,1
capture_41.jpg,6443,year,52,1
capture_42.jpg,6443,location,Coquilhatstad,1
capture_42.jpg,6443,month,Novembre,1
capture_42.jpg,6443,year,52,1
capture_43.jpg,6443,location,Coquilhatstad,1
capture_43.jpg,6443,month,Decembre,1
capture_43.jpg,6443,year,52,1
capture_44.jpg,6443,location,Coquilhatstad,1
capture_44.jpg,6443,month,Janvier,1
capture_44.jpg,6443,year,53,1
capture_45.jpg,6443,location,Coquilhatstad,1
capture_45.jpg,6443,month,Fevrier,1
capture_45.jpg,6443,year,53,1
capture_46.jpg,6443,location,Coquilhatstad,1
capture_46.jpg,6443,month,Mars,1
capture_46.jpg,6443,year,53,1
capture_47.jpg,6443,location,Coquilhatstad,1
capture_47.jpg,6443,month,Avril,1
capture_47.jpg,6443,year,53,1
capture_48.jpg,6443,location,Coquilhatstad,1
capture_48.jpg,6443,month,Mai,1
capture_48.jpg,6443,year,53,0.8
capture_49.jpg,6443,location,Coquilhatstad,1
capture_49.jpg,6443,month,Juin,1
capture_49.jpg,6443,year,53,1
capture_5.jpg,6443,location,Coquilhatstad,1
capture_5.jpg,6443,month,Oktobre,1
capture_5.jpg,6443,year,49,1
capture_50.jpg,6443,location,Coquilhatstad,1
capture_50.jpg,6443,month,Juillet,1
capture_50.jpg,6443,year,53,1
capture_51.jpg,6443,location,Coquilhatstad,1
capture_51.jpg,6443,month,Aout,1
capture_51.jpg,6443,year,53,1
capture_52.jpg,6443,location,Coquilhatstad,1
capture_52.jpg,6443,month,Septembre,1
capture_52.jpg,6443,year,53,1
capture_53.jpg,6443,location,Coquilhatstad,1
capture_53.jpg,6443,month,Oktobre,1
capture_53.jpg,6443,year,53,1
capture_54.jpg,6443,location,Coquilhatstad,1
capture_54.jpg,6443,month,Novembre,1
capture_54.jpg,6443,year,53,1
capture_55.jpg,6443,location,Coquilhatstad,1
capture_55.jpg,6443,month,Decembre,1
capture_55.jpg,6443,year,53,1
capture_56.jpg,6443,location,Coquilhatstad,1
capture_56.jpg,6443,month,Janvier,0.8
capture_56.jpg,6443,year,54,1
capture_57.jpg,6443,location,Coquilhatstad,1
capture_57.jpg,6443,month,Fevrier,1
capture_57.jpg,6443,year,54,1
capture_58.jpg,6443,location,Coquilhatstad,1
capture_58.jpg,6443,month,Mars,0.8
capture_58.jpg,6443,year,54,1
capture_59.jpg,6443,location,Coquilhatstad,1
capture_59.jpg,6443,month,Avril,1
capture_59.jpg,6443,year,54,1
capture_6.jpg,6443,location,Coquilhatstad,1
capture_6.jpg,6443,month,Novembre,1
capture_6.jpg,6443,year,49,1
capture_60.jpg,6443,location,Coquilhatstad,1
capture_60.jpg,6443,month,Mai,1
capture_60.jpg,6443,year,54,1
capture_61.jpg,6443,location,Coquilhatstad,1
capture_61.jpg,6443,month,Juin,1
capture_61.jpg,6443,year,54,1
capture_62.jpg,6443,location,Coquilhatstad,1
capture_62.jpg,6443,month,Juillet,1
capture_62.jpg,6443,year,54,1
capture_63.jpg,6443,location,Coquilhatstad,1
capture_63.jpg,6443,month,Aout,1
capture_63.jpg,6443,year,54,1
capture_64.jpg,6443,location,Coquilhatstad,1
capture_64.jpg,6443,month,Septembre,1
capture_64.jpg,6443,year,54,0.8
capture_65.jpg,6443,location,Coquilhatstad,1
capture_65.jpg,6443,month,Oktobre,1
capture_65.jpg,6443,year,54,1
capture_66.jpg,6443,location,Coquilhatstad,1
capture_66.jpg,6443,month,Novembre,1
capture_66.jpg,6443,year,54,1
capture_67.jpg,6443,location,Coquilhatstad,1
capture_67.jpg,6443,month,Decembre,1
capture_67.jpg,6443,year,54,1
capture_68.jpg,6443,location,Coquilhatstad,1
capture_68.jpg,6443,month,Janvier,1
capture_68.jpg,6443,year,55,1
capture_69.jpg,6443,location,Coquilhatstad,1
capture_69.jpg,6443,month,Fevrier,1
capture_69.jpg,6443,year,55,1
capture_7.jpg,6443,location,Coquilhatstad,1
capture_7.jpg,6443,month,Decembre,1
capture_7.jpg,6443,year,49,1
capture_71.jpg,6443,location,Coquilhatstad,1
capture_71.jpg,6443,month,Mars,0.6
capture_71.jpg,6443,year,55,1
capture_72.jpg,6443,location,Coquilhatstad,1
capture_72.jpg,6443,month,Avril,1
capture_72.jpg,6443,year,55,1
capture_73.jpg,6443,location,Coquilhatstad,1
capture_73.jpg,6443,month,Mai,1
capture_73.jpg,6443,year,55,1
capture_74.jpg,6443,location,Coquilhatstad,1
capture_74.jpg,6443,month,Juin,1
capture_74.jpg,6443,year,55,1
capture_75.jpg,6443,location,Coquilhatstad,1
capture_75.jpg,6443,month,Juillet,1
capture_75.jpg,6443,year,55,1
capture_76.jpg,6443,location,Coquilhatstad,1
capture_76.jpg,6443,month,Aout,1
capture_76.jpg,6443,year,55,1
capture_77.jpg,6443,location,Coquilhatstad,1
capture_77.jpg,6443,month,Septembre,1
capture_77.jpg,6443,year,55,1
capture_78.jpg,6443,location,Coquilhatstad,1
capture_78.jpg,6443,month,Oktobre,1
capture_78.jpg,6443,year,55,1
capture_79.jpg,6443,location,Coquilhatstad,1
capture_79.jpg,6443,month,Novembre,1
capture_79.jpg,6443,year,55,1
capture_8.jpg,6443,location,Coquilhatstad,1
capture_8.jpg,6443,month,Janvier,1
capture_8.jpg,6443,year,50,1
capture_80.jpg,6443,location,Coquilhatstad,1
capture_80.jpg,6443,month,Decembre,1
capture_80.jpg,6443,year,55,1
capture_81.jpg,6443,location,Coquilhatstad,1
capture_81.jpg,6443,month,Janvier,1
capture_81.jpg,6443,year,56,0.4
capture_82.jpg,6443,location,Coquilhatstad,1
capture_82.jpg,6443,month,Fevrier,1
capture_82.jpg,6443,year,56,1
capture_83.jpg,6443,location,Coquilhatstad,1
capture_83.jpg,6443,month,Mars,1
capture_83.jpg,6443,year,56,1
capture_84.jpg,6443,location,Coquilhatstad,1
capture_84.jpg,6443,month,Avril,0.8
capture_84.jpg,6443,year,56,1
capture_85.jpg,6443,location,Coquilhatstad,1
capture_85.jpg,6443,month,Mai,1
capture_85.jpg,6443,year,56,1
capture_86.jpg,6443,location,Coquilhatstad,1
capture_86.jpg,6443,month,Juin,1
capture_86.jpg,6443,year,56,1
capture_87.jpg,6443,location,Coquilhatstad,1
capture_87.jpg,6443,month,Juillet,1
capture_87.jpg,6443,year,56,1
capture_88.jpg,6443,location,Coquilhatstad,1
capture_88.jpg,6443,month,Aout,0.8
capture_88.jpg,6443,year,56,1
capture_89.jpg,6443,location,Coquilhatstad,1
capture_89.jpg,6443,month,Septembre,1
capture_89.jpg,6443,year,56,1
capture_9.jpg,6443,location,Coquilhatstad,1
capture_9.jpg,6443,month,Fevrier,1
capture_9.jpg,6443,year,50,1
capture_90.jpg,6443,location,Coquilhatstad,1
capture_90.jpg,6443,month,Oktobre,1
capture_90.jpg,6443,year,56,1
capture_91.jpg,6443,location,Coquilhatstad,1
capture_91.jpg,6443,month,Novembre,1
capture_91.jpg,6443,year,56,1
capture_92.jpg,6443,location,Coquilhatstad,1
capture_92.jpg,6443,month,Decembre,1
capture_92.jpg,6443,year,56,1
capture_93.jpg,6443,location,Coquilhatstad,1
capture_93.jpg,6443,month,Janvier,1
capture_93.jpg,6443,year,57,1
capture_94.jpg,6443,location,Coquilhatstad,1
capture_94.jpg,6443,month,Fevrier,1
capture_94.jpg,6443,year,57,1
capture_95.jpg,6443,location,Coquilhatstad,1
capture_95.jpg,6443,month,Mars,1
capture_95.jpg,6443,year,57,1
capture_96.jpg,6443,location,Coquilhatstad,1
capture_96.jpg,6443,month,Avril,1
capture_96.jpg,6443,year,57,1
capture_97.jpg,6443,location,Coquilhatstad,1
capture_97.jpg,6443,month,Mai,1
capture_97.jpg,6443,year,57,1
capture_10.jpg,6447,location,Djolu,1
capture_10.jpg,6447,month,Juin,1
capture_10.jpg,6447,year,53,1
capture_11.jpg,6447,location,Djolu,1
capture_11.jpg,6447,month,Juillet,1
capture_11.jpg,6447,year,53,0.8
capture_12.jpg,6447,location,Djolu,1
capture_12.jpg,6447,month,Aout,1
capture_12.jpg,6447,year,53,1
capture_13.jpg,6447,location,Djolu,1
capture_13.jpg,6447,month,Septembre,1
capture_13.jpg,6447,year,53,1
capture_14.jpg,6447,location,Djolu,1
capture_14.jpg,6447,month,Oktobre,1
capture_14.jpg,6447,year,53,1
capture_15.jpg,6447,location,Djolu,1
capture_15.jpg,6447,month,Novembre,1
capture_15.jpg,6447,year,53,1
capture_16.jpg,6447,location,Djolu,1
capture_16.jpg,6447,month,Decembre,1
capture_16.jpg,6447,year,53,1
capture_17.jpg,6447,location,Djolu,1
capture_17.jpg,6447,month,Janvier,1
capture_17.jpg,6447,year,54,1
capture_18.jpg,6447,location,Djolu,1
capture_18.jpg,6447,month,Fevrier,0.8
capture_18.jpg,6447,year,54,1
capture_19.jpg,6447,location,Djolu,1
capture_19.jpg,6447,month,Mars,1
capture_19.jpg,6447,year,54,1
capture_2.jpg,6447,location,Djolu,1
capture_2.jpg,6447,month,Oktobre,1
capture_2.jpg,6447,year,52,1
capture_20.jpg,6447,location,Djolu,1
capture_20.jpg,6447,month,Avril,0.8
capture_20.jpg,6447,year,54,0.8
capture_21.jpg,6447,location,Djolu,1
capture_21.jpg,6447,month,Mai,1
capture_21.jpg,6447,year,54,1
capture_22.jpg,6447,location,Djolu,1
capture_22.jpg,6447,month,Juin,1
capture_22.jpg,6447,year,54,1
capture_23.jpg,6447,location,Djolu,1
capture_23.jpg,6447,month,Juillet,1
capture_23.jpg,6447,year,54,1
capture_24.jpg,6447,location,Djolu,1
capture_24.jpg,6447,month,Aout,1
capture_24.jpg,6447,year,54,1
capture_25.jpg,6447,location,Djolu,1
capture_25.jpg,6447,month,Septembre,1
capture_25.jpg,6447,year,54,1
capture_26.jpg,6447,location,Djolu,1
capture_26.jpg,6447,month,Oktobre,1
capture_26.jpg,6447,year,54,1
capture_27.jpg,6447,location,Djolu,1
capture_27.jpg,6447,month,Novembre,1
capture_27.jpg,6447,year,54,1
capture_28.jpg,6447,location,Djolu,1
capture_28.jpg,6447,month,Decembre,0.8
capture_28.jpg,6447,year,54,0.8
capture_29.jpg,6447,location,Djolu,1
capture_29.jpg,6447,month,Janvier,1
capture_29.jpg,6447,year,55,1
capture_3.jpg,6447,location,Djolu,1
capture_3.jpg,6447,month,Novembre,0.8
capture_3.jpg,6447,year,52,1
capture_30.jpg,6447,location,Djolu,1
capture_30.jpg,6447,month,Fevrier,1
capture_30.jpg,6447,year,55,1
capture_31.jpg,6447,location,Djolu,1
capture_31.jpg,6447,month,Mars,1
capture_31.jpg,6447,year,55,1
capture_32.jpg,6447,location,Djolu,1
capture_32.jpg,6447,month,Avril,1
capture_32.jpg,6447,year,55,1
capture_33.jpg,6447,location,Djolu,1
capture_33.jpg,6447,month,Mai,1
capture_33.jpg,6447,year,55,1
capture_34.jpg,6447,location,Djolu,1
capture_34.jpg,6447,month,Juin,1
capture_34.jpg,6447,year,55,1
capture_35.jpg,6447,location,Djolu,1
capture_35.jpg,6447,month,Septembre,1
capture_35.jpg,6447,year,58,1
capture_36.jpg,6447,location,Djolu,1
capture_36.jpg,6447,month,Juillet,1
capture_36.jpg,6447,year,55,1
capture_37.jpg,6447,location,Djolu,1
capture_37.jpg,6447,month,Aout,1
capture_37.jpg,6447,year,55,1
capture_38.jpg,6447,location,Djolu,1
capture_38.jpg,6447,month,Septembre,1
capture_38.jpg,6447,year,55,1
capture_39.jpg,6447,location,Djolu,1
capture_39.jpg,6447,month,Oktobre,1
capture_39.jpg,6447,year,55,1
capture_4.jpg,6447,location,Djolu,1
capture_4.jpg,6447,month,Decembre,1
capture_4.jpg,6447,year,52,1
capture_40.jpg,6447,location,Djolu,1
capture_40.jpg,6447,month,Novembre,1
capture_40.jpg,6447,year,55,1
capture_41.jpg,6447,location,Djolu,1
capture_41.jpg,6447,month,Decembre,1
capture_41.jpg,6447,year,55,1
capture_42.jpg,6447,location,Djolu,1
capture_42.jpg,6447,month,Janvier,1
capture_42.jpg,6447,year,56,1
capture_43.jpg,6447,location,Djolu,1
capture_43.jpg,6447,month,Fevrier,1
capture_43.jpg,6447,year,56,1
capture_44.jpg,6447,location,Djolu,1
capture_44.jpg,6447,month,Mars,1
capture_44.jpg,6447,year,56,1
capture_45.jpg,6447,location,Djolu,1
capture_45.jpg,6447,month,Avril,1
capture_45.jpg,6447,year,56,1
capture_46.jpg,6447,location,Djolu,1
capture_46.jpg,6447,month,Mai,1
capture_46.jpg,6447,year,56,1
capture_47.jpg,6447,location,Djolu,1
capture_47.jpg,6447,month,Juin,1
capture_47.jpg,6447,year,56,1
capture_48.jpg,6447,location,Djolu,1
capture_48.jpg,6447,month,Juillet,1
capture_48.jpg,6447,year,56,1
capture_49.jpg,6447,location,Djolu,1
capture_49.jpg,6447,month,Aout,1
capture_49.jpg,6447,year,56,1
capture_5.jpg,6447,location,Djolu,1
capture_5.jpg,6447,month,Janvier,1
capture_5.jpg,6447,year,53,1
capture_50.jpg,6447,location,Djolu,1
capture_50.jpg,6447,month,Septembre,1
capture_50.jpg,6447,year,56,1
capture_51.jpg,6447,location,Djolu,1
capture_51.jpg,6447,month,Oktobre,1
capture_51.jpg,6447,year,56,1
capture_53.jpg,6447,location,Djolu,1
capture_53.jpg,6447,month,Decembre,1
capture_53.jpg,6447,year,56,1
capture_54.jpg,6447,location,Djolu,1
capture_54.jpg,6447,month,Janvier,1
capture_54.jpg,6447,year,57,1
capture_55.jpg,6447,location,Djolu,1
capture_55.jpg,6447,month,Fevrier,1
capture_55.jpg,6447,year,57,1
capture_56.jpg,6447,location,Djolu,1
capture_56.jpg,6447,month,Mars,1
capture_56.jpg,6447,year,57,1
capture_57.jpg,6447,location,Djolu,1
capture_57.jpg,6447,month,Avril,1
capture_57.jpg,6447,year,57,1
capture_58.jpg,6447,location,Djolu,1
capture_58.jpg,6447,month,Mai,1
capture_58.jpg,6447,year,57,1
capture_59.jpg,6447,location,Djolu,1
capture_59.jpg,6447,month,Juin,1
capture_59.jpg,6447,year,57,1
capture_6.jpg,6447,location,Djolu,1
capture_6.jpg,6447,month,Fevrier,1
capture_6.jpg,6447,year,53,1
capture_60.jpg,6447,location,Djolu,1
capture_60.jpg,6447,month,Juillet,1
capture_60.jpg,6447,year,57,1
capture_61.jpg,6447,location,Djolu,1
capture_61.jpg,6447,month,Aout,1
capture_61.jpg,6447,year,57,1
capture_62.jpg,6447,location,Djolu,1
capture_62.jpg,6447,month,Septembre,1
capture_62.jpg,6447,year,57,1
capture_63.jpg,6447,location,Djolu,1
capture_63.jpg,6447,month,Oktobre,1
capture_63.jpg,6447,year,57,1
capture_64.jpg,6447,location,Djolu,1
capture_64.jpg,6447,month,Novembre,1
capture_64.jpg,6447,year,57,1
capture_65.jpg,6447,location,Djolu,1
capture_65.jpg,6447,month,Decembre,1
capture_65.jpg,6447,year,57,1
capture_66.jpg,6447,location,Djolu,1
capture_66.jpg,6447,month,Janvier,1
capture_66.jpg,6447,year,58,1
capture_67.jpg,6447,location,Djolu,1
